,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
2476,NJ,156.0,area_code_408,no,yes,27.0,2129.6,137.0,32.69,1131.9,115.0,16.99,244.2,112,10.99,14.8,8.0,4.0,1.0,no
2477,NY,112.0,area_code_408,no,yes,30.0,60.6,113.0,10.3,165.9,96.0,14.1,132.8,99,5.98,13.3,7.0,3.59,0.0,no
2478,AL,141.0,area_code_510,no,yes,28.0,2094.6,123.0,52.36,1179.8,128.0,21.06,152.9,103,6.88,7.4,3.0,2.0,1.0,no
2479,PA,96.0,area_code_510,no,no,0.0,179.5,125.0,30.52,162.3,139.0,13.8,264.5,133,11.9,6.6,2.0,1.78,1.0,no
2480,NY,44.0,area_code_510,no,no,0.0,143.2,77.0,24.34,169.8,114.0,14.43,215.8,77,9.71,7.6,4.0,2.05,1.0,no
2481,VA,141.0,area_code_415,no,no,0.0,1970.4,131.0,44.23,1111.2,120.0,15.23,135.0,119,6.08,7.2,8.0,1.94,3.0,no
2482,CO,90.0,area_code_408,no,no,0.0,109.9,102.0,18.68,220.8,114.0,18.77,104.0,133,4.68,10.9,6.0,2.94,0.0,no
2483,NM,55.0,area_code_510,no,no,0.0,119.7,148.0,20.35,231.8,96.0,19.7,222.3,113,10.0,4.6,2.0,1.24,2.0,no
2484,WV,111.0,area_code_510,no,no,0.0,214.3,118.0,36.43,208.5,76.0,17.72,182.4,98,8.21,12.0,2.0,3.24,1.0,no
2485,CT,87.0,area_code_415,no,no,0.0,240.0,83.0,40.8,134.1,106.0,11.4,189.1,84,8.51,9.3,2.0,2.51,0.0,yes
2486,WI,78.0,area_code_408,no,no,0.0,87.0,102.0,14.79,193.6,64.0,16.46,205.8,120,9.26,11.0,5.0,2.97,0.0,no
2487,OK,93.0,area_code_415,no,yes,32.0,116.9,120.0,19.87,232.4,97.0,19.75,127.7,112,5.75,11.0,9.0,2.97,0.0,no
2488,AR,33.0,area_code_408,no,no,0.0,251.9,81.0,42.82,194.6,96.0,16.54,211.2,87,9.5,8.4,3.0,2.27,2.0,no
2489,MS,130.0,area_code_510,no,no,0.0,2111.4,63.0,34.66,1123.8,93.0,16.3,132.5,125,5.96,12.1,4.0,3.27,3.0,no
2490,OR,80.0,area_code_510,no,no,0.0,203.7,92.0,34.63,216.4,97.0,18.39,154.2,66,6.94,7.6,5.0,2.05,2.0,no
2491,DC,126.0,area_code_510,no,no,0.0,122.4,88.0,20.81,143.8,111.0,12.22,157.0,106,7.07,11.5,3.0,3.11,1.0,no
2492,NM,,area_code_415,no,no,0.0,232.1,74.0,39.46,327.1,88.0,27.8,226.5,119,10.19,10.9,2.0,2.94,3.0,yes
2493,NY,150.0,area_code_415,no,yes,35.0,139.6,72.0,23.73,332.8,170.0,28.29,213.8,105,9.62,8.8,2.0,2.38,2.0,no
2494,IN,88.0,area_code_415,no,no,0.0,183.5,93.0,31.2,170.5,80.0,14.49,193.8,88,8.72,8.3,5.0,2.24,3.0,no
2495,NH,-105.0,area_code_415,no,yes,20.0,186.9,114.0,31.77,256.3,91.0,21.79,334.7,104,15.06,8.9,2.0,2.4,1.0,no
2496,NJ,,area_code_408,no,no,,,,,,,,,124,,,,,,yes
2497,VT,72.0,area_code_415,no,yes,21.0,138.1,113.0,23.48,260.1,83.0,22.11,135.4,118,6.09,8.2,,2.21,2.0,no
2498,AK,111.0,area_code_415,no,no,0.0,172.8,58.0,29.38,183.1,108.0,15.56,158.8,104,7.15,7.9,3.0,2.13,4.0,yes
2499,VT,97.0,area_code_415,no,no,0.0,112.7,119.0,19.16,217.7,109.0,18.5,152.1,76,6.84,6.5,5.0,1.76,1.0,no
2500,OK,35.0,area_code_510,no,yes,37.0,181.2,76.0,30.8,177.6,98.0,15.1,228.0,136,10.26,5.0,3.0,1.35,2.0,no
2501,LA,,area_code_415,no,no,,,,,,,,,83,,,,,,no
2502,NM,81.0,area_code_415,no,no,0.0,173.2,80.0,29.44,236.2,94.0,20.08,240.2,84,10.81,11.8,6.0,3.19,2.0,no
2503,WA,60.0,area_code_415,yes,no,0.0,205.9,97.0,35.0,277.4,117.0,23.58,202.0,139,9.09,11.0,2.0,2.97,0.0,yes
2504,MI,,area_code_510,no,yes,26.0,91.7,104.0,15.59,150.6,119.0,12.8,63.3,103,2.85,7.7,5.0,2.08,1.0,no
2505,WI,84.0,area_code_510,no,yes,12.0,89.7,87.0,15.25,138.6,73.0,11.78,165.8,114,7.46,10.7,2.0,2.89,1.0,no
2506,WA,86.0,area_code_510,no,no,-3.0,150.5,92.0,25.59,120.3,95.0,10.23,271.2,96,12.2,9.0,2.0,2.43,1.0,no
2507,MD,147.0,area_code_408,no,no,0.0,274.0,92.0,46.58,231.8,82.0,19.7,283.6,83,12.76,6.2,1.0,1.67,0.0,yes
2508,NE,,area_code_408,no,no,0.0,162.3,99.0,27.59,212.5,95.0,18.06,214.7,114,9.66,11.1,8.0,3.0,4.0,no
2509,CO,71.0,area_code_415,no,no,0.0,277.5,104.0,47.18,131.8,121.0,11.2,126.9,101,5.71,8.2,2.0,2.21,1.0,no
2510,RI,76.0,area_code_415,no,no,0.0,171.1,78.0,29.09,257.2,83.0,21.86,91.6,92,4.12,16.2,3.0,4.37,1.0,no
2511,WA,,area_code_415,yes,no,,,,,,,,,97,,,,,,yes
2512,IN,48.0,area_code_510,no,no,0.0,300.4,94.0,51.07,133.2,103.0,11.32,197.4,94,8.88,7.2,5.0,1.94,2.0,no
2513,NV,87.0,area_code_510,no,yes,39.0,82.6,113.0,14.04,224.4,63.0,19.07,163.6,88,7.36,9.5,1.0,2.57,3.0,no
2514,MI,,area_code_415,yes,no,,,,,,,,,88,,,,,,no
2515,FL,98.0,area_code_408,no,no,0.0,288.1,101.0,48.98,137.9,93.0,11.72,206.5,88,9.29,0.0,0.0,0.0,0.0,no
2516,TN,106.0,area_code_415,no,no,0.0,119.2,142.0,20.26,228.4,139.0,19.41,197.9,61,8.91,8.4,9.0,2.27,2.0,no
2517,FL,115.0,area_code_510,no,yes,24.0,142.1,124.0,24.16,183.4,129.0,15.59,164.8,114,7.42,9.6,,2.59,1.0,no
2518,MO,168.0,area_code_415,no,yes,42.0,97.4,57.0,16.56,203.6,98.0,17.31,173.9,124,7.83,11.4,2.0,3.08,2.0,no
2519,WV,43.0,area_code_408,no,no,0.0,230.2,147.0,39.13,186.7,121.0,15.87,128.4,100,5.78,9.2,3.0,2.48,0.0,no
2520,OH,61.0,area_code_510,yes,yes,16.0,143.5,76.0,24.4,242.6,58.0,20.62,147.7,95,6.65,11.3,3.0,3.05,0.0,no
2521,WA,130.0,area_code_510,no,no,0.0,2070.2,70.0,21.13,1202.7,99.0,23.01,239.5,83,10.78,3.5,6.0,0.95,0.0,no
2522,KY,60.0,area_code_408,no,no,0.0,135.4,134.0,23.02,205.9,85.0,17.5,204.0,103,9.18,7.9,4.0,2.13,1.0,no
2523,AL,121.0,area_code_408,no,yes,35.0,68.7,95.0,11.68,209.2,69.0,17.78,197.4,42,8.88,11.4,4.0,3.08,1.0,no
2524,SD,91.0,area_code_510,no,no,0.0,149.0,115.0,25.33,245.3,105.0,20.85,260.0,94,11.7,8.3,3.0,2.24,0.0,no
2525,AL,112.0,area_code_510,no,no,0.0,189.4,83.0,32.2,219.0,89.0,18.62,168.0,116,7.56,7.1,8.0,1.92,3.0,no
2526,WV,57.0,area_code_415,yes,yes,17.0,236.5,94.0,40.21,163.1,94.0,13.86,236.7,117,10.65,12.2,3.0,3.29,2.0,no
2527,NE,88.0,area_code_408,no,yes,28.0,190.6,104.0,32.4,237.3,105.0,20.17,211.6,116,9.52,9.8,1.0,2.65,2.0,no
2528,FL,130.0,area_code_415,no,no,0.0,162.8,113.0,27.68,290.3,111.0,24.68,114.9,140,5.17,7.2,3.0,1.94,1.0,no
2529,AZ,107.0,area_code_415,no,yes,32.0,134.2,101.0,22.81,211.9,145.0,18.01,167.6,138,7.54,8.2,5.0,2.21,1.0,no
2530,AZ,157.0,area_code_415,no,no,0.0,220.7,105.0,37.52,,127.0,10.14,165.1,113,7.43,11.5,7.0,3.11,4.0,no
2531,KY,71.0,area_code_510,no,yes,22.0,141.4,107.0,24.04,163.0,105.0,13.86,220.0,99,9.9,5.6,3.0,1.51,2.0,no
2532,UT,162.0,area_code_408,no,no,0.0,184.5,118.0,31.37,224.0,95.0,19.04,180.5,82,8.12,11.6,3.0,3.13,1.0,no
2533,OK,46.0,area_code_415,no,no,0.0,164.2,116.0,27.91,196.2,153.0,16.68,236.1,119,10.62,8.1,1.0,2.19,1.0,no
2534,VA,,area_code_415,no,no,,,,,,,,,105,,,,,,no
2535,CT,89.0,area_code_415,no,no,0.0,82.3,77.0,13.99,167.2,80.0,14.21,194.7,70,8.76,7.2,4.0,1.94,1.0,no
2536,FL,31.0,area_code_510,no,no,0.0,2057.7,84.0,28.12,1135.7,107.0,17.31,201.7,65,9.08,8.2,1.0,2.21,1.0,no
2537,MO,79.0,area_code_408,no,no,0.0,2031.3,97.0,44.49,1142.6,48.0,17.9,256.7,83,11.55,6.0,3.0,1.62,3.0,yes
2538,MI,,area_code_415,no,no,0.0,204.4,97.0,34.75,273.2,128.0,23.22,179.6,118,8.08,11.0,5.0,2.97,1.0,no
2539,NY,94.0,area_code_415,no,no,0.0,190.4,91.0,32.37,,107.0,7.82,224.8,108,10.12,13.6,17.0,3.67,2.0,no
2540,MD,,area_code_415,no,no,0.0,145.6,103.0,24.75,197.1,137.0,16.75,294.5,83,13.25,10.5,4.0,2.84,0.0,no
2541,ND,123.0,area_code_408,no,no,0.0,159.1,94.0,27.05,241.6,119.0,20.54,202.4,120,9.11,6.5,1.0,1.76,1.0,no
2542,MO,,area_code_415,no,no,0.0,92.4,109.0,15.71,219.0,115.0,18.62,212.6,80,9.57,12.9,4.0,3.48,2.0,no
2543,MT,42.0,area_code_415,no,no,0.0,2018.7,52.0,25.62,1178.7,96.0,20.97,103.8,118,4.67,7.0,4.0,1.89,2.0,no
2544,NJ,108.0,area_code_415,no,no,0.0,239.3,102.0,40.68,223.4,127.0,18.99,251.4,104,11.31,10.6,6.0,2.86,0.0,no
2545,CO,76.0,area_code_408,no,yes,26.0,214.6,110.0,36.48,205.2,87.0,17.44,134.6,140,6.06,8.1,2.0,2.19,1.0,no
2546,ID,116.0,area_code_510,yes,yes,29.0,162.3,91.0,27.59,279.3,79.0,23.74,192.7,131,8.67,11.7,2.0,3.16,3.0,yes
2547,MN,62.0,area_code_415,no,no,0.0,248.7,109.0,42.28,220.0,118.0,18.7,265.7,78,11.96,13.2,2.0,3.56,1.0,yes
2548,TX,130.0,area_code_415,no,no,0.0,176.9,109.0,30.07,90.7,104.0,7.71,238.0,69,10.71,9.5,2.0,2.57,1.0,no
2549,AZ,122.0,area_code_510,no,yes,22.0,204.5,92.0,34.77,139.6,121.0,11.87,205.0,103,9.23,8.6,5.0,2.32,2.0,no
2550,HI,24.0,area_code_415,no,no,0.0,235.6,132.0,40.05,115.9,129.0,9.85,185.4,136,8.34,16.2,2.0,4.37,0.0,no
2551,OR,25.0,area_code_408,no,no,0.0,178.8,90.0,30.4,141.2,72.0,12.0,203.0,99,9.14,8.4,5.0,2.27,2.0,no
2552,FL,55.0,area_code_510,no,yes,-9.0,130.5,114.0,22.19,208.4,94.0,17.71,141.6,114,6.37,11.0,5.0,2.97,4.0,yes
2553,MN,61.0,area_code_415,no,no,0.0,197.3,67.0,33.54,264.5,106.0,22.48,210.5,116,9.47,9.0,6.0,2.43,1.0,no
2554,OR,69.0,area_code_415,no,no,0.0,167.5,76.0,28.48,242.1,92.0,20.58,101.2,103,4.55,11.4,4.0,3.08,2.0,no
2555,MI,74.0,area_code_415,no,no,0.0,314.1,86.0,53.4,222.4,99.0,18.9,259.0,121,11.66,12.3,5.0,3.32,3.0,yes
2556,AL,111.0,area_code_510,no,no,0.0,176.4,62.0,29.99,201.0,124.0,17.09,150.4,138,6.77,11.2,2.0,3.02,0.0,no
2557,VT,165.0,area_code_510,no,no,0.0,242.9,126.0,41.29,209.8,65.0,17.83,228.4,126,10.28,0.0,0.0,0.0,1.0,no
2558,NV,64.0,area_code_408,no,no,0.0,148.1,73.0,25.18,164.9,101.0,14.02,216.0,125,9.72,12.3,2.0,3.32,5.0,yes
2559,VA,104.0,area_code_408,no,no,0.0,2054.8,107.0,23.58,1188.9,113.0,21.84,234.9,74,10.57,10.0,3.0,2.7,0.0,no
2560,WI,67.0,area_code_510,no,no,0.0,109.1,134.0,18.55,142.3,76.0,12.1,91.2,86,4.1,10.9,5.0,2.94,2.0,no
2561,MO,,area_code_415,no,no,0.0,154.0,122.0,26.18,329.8,88.0,28.03,288.0,117,12.96,5.6,2.0,1.51,3.0,yes
2562,WI,,area_code_415,no,no,0.0,7.9,100.0,1.34,136.4,83.0,11.59,156.6,89,7.05,12.1,1.0,3.27,0.0,no
2563,VA,67.0,area_code_408,no,no,0.0,176.2,120.0,29.95,236.0,138.0,20.06,152.5,104,6.86,10.6,4.0,2.86,1.0,no
2564,MN,74.0,area_code_510,no,yes,33.0,193.7,91.0,32.93,246.1,96.0,20.92,138.0,92,6.21,14.6,3.0,3.94,2.0,no
2565,AZ,130.0,area_code_415,no,no,0.0,183.0,112.0,31.11,72.9,99.0,6.2,181.8,78,8.18,9.5,19.0,2.57,0.0,no
2566,MI,126.0,area_code_415,yes,yes,26.0,129.3,123.0,21.98,176.5,114.0,15.0,154.5,102,6.95,9.6,7.0,2.59,1.0,no
2567,SD,27.0,area_code_510,no,no,0.0,2025.9,95.0,38.47,1206.3,109.0,23.32,242.7,119,10.92,8.2,3.0,2.21,2.0,yes
2568,OH,75.0,area_code_415,no,no,-5.0,150.6,99.0,25.6,301.5,83.0,25.63,158.7,104,7.14,8.1,5.0,2.19,0.0,no
2569,KS,46.0,area_code_510,no,no,0.0,250.3,100.0,42.55,260.6,90.0,22.15,195.0,104,8.78,13.3,2.0,3.59,2.0,yes
2570,NC,116.0,area_code_408,no,yes,19.0,155.7,104.0,26.47,185.4,118.0,15.76,192.7,116,8.67,8.2,2.0,2.21,3.0,no
2571,UT,82.0,area_code_510,yes,no,0.0,208.8,101.0,35.5,213.7,87.0,18.16,175.1,86,7.88,12.4,6.0,3.35,3.0,no
2572,MO,,area_code_408,no,no,0.0,109.5,95.0,18.62,332.1,48.0,28.23,258.6,108,11.64,6.6,7.0,1.78,1.0,no
2573,HI,86.0,area_code_408,no,yes,21.0,197.9,99.0,33.64,165.6,100.0,14.08,208.0,120,9.36,10.1,9.0,2.73,0.0,no
2574,TX,208.0,area_code_510,no,no,0.0,326.5,67.0,55.51,176.3,113.0,14.99,181.7,102,8.18,10.7,6.0,2.89,2.0,yes
2575,WY,116.0,area_code_510,no,yes,12.0,221.0,108.0,37.57,151.0,118.0,12.84,179.0,80,8.06,9.0,6.0,2.43,2.0,no
2576,MO,103.0,area_code_408,no,yes,24.0,111.8,85.0,19.01,239.6,102.0,20.37,268.3,81,12.07,6.9,4.0,1.86,1.0,no
2577,NJ,64.0,area_code_415,no,no,0.0,224.8,111.0,38.22,190.0,101.0,16.15,221.4,110,9.96,9.2,2.0,2.48,1.0,no
2578,TX,126.0,area_code_415,no,no,0.0,190.9,143.0,32.45,149.7,72.0,12.72,191.4,87,8.61,13.0,3.0,3.51,1.0,no
2579,GA,202.0,area_code_510,no,no,0.0,2076.7,137.0,19.62,1110.7,70.0,15.19,185.7,113,8.36,6.0,3.0,1.62,3.0,no
2580,AK,52.0,area_code_408,no,no,-6.0,217.0,104.0,36.89,152.3,83.0,12.95,134.3,109,6.04,11.8,4.0,3.19,2.0,no
2581,GA,76.0,area_code_408,no,no,0.0,203.6,61.0,34.61,161.7,127.0,13.74,175.9,97,7.92,8.4,3.0,2.27,0.0,no
2582,OR,135.0,area_code_415,no,no,0.0,194.8,97.0,33.12,235.3,118.0,20.0,174.4,126,7.85,11.0,3.0,2.97,1.0,no
2583,NH,121.0,area_code_510,no,yes,35.0,193.8,62.0,32.95,197.6,97.0,16.8,218.8,95,9.85,5.9,4.0,1.59,0.0,no
2584,AL,149.0,area_code_415,no,yes,20.0,264.4,102.0,44.95,219.6,123.0,18.67,200.4,89,9.02,11.3,3.0,3.05,2.0,no
2585,MN,157.0,area_code_510,no,no,0.0,185.1,92.0,31.47,213.0,85.0,18.11,196.1,85,8.82,8.5,5.0,2.3,2.0,no
2586,MS,111.0,area_code_408,no,no,0.0,294.7,90.0,50.1,294.6,72.0,25.04,260.1,121,11.7,10.8,3.0,2.92,1.0,yes
2587,MO,,area_code_408,yes,yes,15.0,159.3,110.0,27.08,170.6,120.0,14.5,141.2,82,6.35,11.9,5.0,3.21,1.0,no
2588,ME,79.0,area_code_415,no,no,0.0,213.6,110.0,36.31,234.9,121.0,19.97,229.6,157,10.33,8.8,3.0,2.38,2.0,no
2589,ME,-69.0,area_code_510,no,no,0.0,194.2,122.0,33.01,242.1,81.0,20.58,215.8,80,9.71,9.7,3.0,2.62,2.0,no
2590,DC,141.0,area_code_415,no,yes,37.0,185.4,87.0,31.52,178.5,128.0,15.17,218.3,107,9.82,8.0,3.0,2.16,4.0,no
2591,MN,155.0,area_code_408,yes,no,0.0,250.8,146.0,42.64,152.5,105.0,12.96,148.1,104,6.66,10.0,5.0,2.7,2.0,no
2592,OK,63.0,area_code_415,no,no,0.0,128.7,78.0,21.88,240.8,133.0,20.47,237.7,121,10.7,12.8,6.0,3.46,1.0,no
2593,IN,100.0,area_code_510,no,no,0.0,216.2,107.0,36.75,215.6,84.0,18.33,138.4,127,6.23,10.2,3.0,2.75,0.0,no
2594,WY,95.0,area_code_415,no,yes,-9.0,260.8,130.0,44.34,213.4,111.0,18.14,195.6,97,8.8,10.1,5.0,2.73,1.0,no
2595,CA,87.0,area_code_415,no,yes,19.0,165.8,122.0,28.19,186.9,89.0,15.89,249.7,78,11.24,0.0,0.0,0.0,1.0,no
2596,VT,72.0,area_code_415,no,no,0.0,2025.0,117.0,23.78,1155.6,96.0,19.01,240.8,93,10.84,12.7,4.0,3.43,2.0,no
2597,WA,,area_code_415,no,no,,,,,,,,,102,,,,,,no
2598,VT,57.0,area_code_415,no,no,0.0,2053.6,96.0,28.83,1166.7,112.0,19.95,285.4,83,12.84,11.2,4.0,3.02,0.0,no
2599,IL,55.0,area_code_415,yes,no,0.0,269.6,121.0,45.83,171.7,91.0,14.59,219.0,98,9.86,8.2,6.0,2.21,1.0,no
2600,WY,159.0,area_code_415,no,no,0.0,167.4,68.0,28.46,143.8,74.0,12.22,140.1,111,6.3,10.3,3.0,2.78,0.0,yes
2601,UT,85.0,area_code_510,no,no,0.0,212.3,107.0,36.09,228.4,103.0,19.41,163.3,116,7.35,7.7,3.0,2.08,0.0,no
2602,GA,,area_code_415,no,no,0.0,213.0,63.0,36.21,176.6,71.0,15.01,262.6,126,11.82,9.1,1.0,2.46,1.0,yes
2603,TX,37.0,area_code_510,yes,no,0.0,172.9,119.0,29.39,183.0,86.0,15.56,226.4,100,10.19,9.8,1.0,2.65,0.0,yes
2604,OH,165.0,area_code_510,no,no,0.0,209.4,67.0,35.6,273.8,89.0,23.27,150.2,88,6.76,12.8,1.0,3.46,0.0,no
2605,SD,85.0,area_code_408,no,no,0.0,2172.0,82.0,35.67,1126.5,94.0,16.53,200.4,85,9.02,11.3,3.0,3.05,0.0,no
2606,NC,125.0,area_code_408,no,no,0.0,212.3,89.0,36.09,215.4,127.0,18.31,186.8,73,8.41,11.3,2.0,3.05,2.0,no
2607,CA,37.0,area_code_510,no,no,0.0,2171.1,120.0,40.78,1193.6,88.0,22.24,207.1,88,9.32,8.9,4.0,2.4,2.0,yes
2608,AZ,137.0,area_code_415,no,no,0.0,141.1,91.0,23.99,147.2,100.0,12.51,254.7,75,11.46,8.0,7.0,2.16,2.0,no
2609,OH,149.0,area_code_408,no,no,0.0,196.3,108.0,33.37,136.8,96.0,11.63,154.7,87,6.96,7.7,3.0,2.08,2.0,no
2610,AR,179.0,area_code_415,yes,yes,-7.0,220.1,78.0,37.42,234.3,71.0,19.92,237.3,85,10.68,10.1,4.0,2.73,4.0,no
2611,ID,160.0,area_code_415,no,no,0.0,85.8,77.0,14.59,165.3,110.0,14.05,178.5,92,8.03,9.2,4.0,2.48,3.0,no
2612,ME,102.0,area_code_510,no,no,0.0,195.7,116.0,33.27,209.1,87.0,17.77,201.1,73,9.05,8.3,3.0,2.24,1.0,yes
2613,WV,87.0,area_code_415,no,no,0.0,58.0,125.0,9.86,67.5,116.0,5.74,185.9,136,8.37,11.5,3.0,3.11,0.0,no
2614,UT,126.0,area_code_408,no,no,0.0,2029.4,70.0,35.97,1148.9,80.0,18.44,153.5,60,6.91,7.8,1.0,2.11,1.0,no
2615,TN,123.0,area_code_415,no,no,0.0,166.9,98.0,28.37,221.8,77.0,18.85,243.9,114,10.98,12.8,4.0,3.46,3.0,no
2616,NH,55.0,area_code_408,no,yes,20.0,189.3,95.0,32.18,118.6,113.0,10.08,250.2,102,11.26,12.5,4.0,3.38,2.0,no
2617,UT,36.0,area_code_415,no,yes,16.0,2024.9,111.0,25.4,1063.8,113.0,11.2,132.7,87,5.97,6.7,2.0,1.81,0.0,no
2618,NY,,area_code_415,no,no,0.0,174.3,85.0,29.63,254.1,95.0,21.6,176.4,96,7.94,5.9,3.0,1.59,6.0,no
2619,MD,45.0,area_code_415,no,no,0.0,1953.8,127.0,13.29,1185.4,108.0,21.54,255.0,100,11.48,18.0,3.0,4.86,1.0,no
2620,MS,103.0,area_code_510,no,yes,29.0,2103.9,111.0,27.9,1151.1,96.0,18.62,220.3,108,9.91,12.3,9.0,3.32,0.0,no
2621,CO,74.0,area_code_415,no,no,0.0,225.2,93.0,38.28,215.1,120.0,18.28,241.8,95,10.88,9.1,2.0,2.46,2.0,no
2622,NM,119.0,area_code_415,yes,yes,15.0,160.0,95.0,27.2,209.5,110.0,17.81,82.3,107,3.7,8.7,5.0,2.35,5.0,yes
2623,VT,101.0,area_code_415,no,no,0.0,136.2,92.0,23.15,220.9,110.0,18.78,196.9,116,8.86,13.3,7.0,3.59,3.0,no
2624,VT,,area_code_415,no,no,,,,,,,,,50,,,,,,no
2625,NV,177.0,area_code_415,no,yes,27.0,230.2,106.0,39.13,196.1,78.0,16.67,215.4,108,9.69,10.4,2.0,2.81,1.0,no
2626,MD,123.0,area_code_408,no,no,-2.0,206.9,115.0,35.17,224.4,86.0,19.07,197.4,60,8.88,8.3,2.0,2.24,3.0,no
2627,SC,152.0,area_code_408,no,no,0.0,140.5,92.0,23.89,186.8,96.0,15.88,227.0,89,10.22,9.5,5.0,2.57,2.0,no
2628,NM,87.0,area_code_510,yes,no,0.0,2039.4,119.0,28.44,1130.5,119.0,16.87,133.1,88,5.99,11.0,6.0,2.97,1.0,no
2629,NM,,area_code_408,no,yes,23.0,134.2,85.0,22.81,227.3,132.0,19.32,122.4,96,5.51,8.5,2.0,2.3,2.0,no
2630,PA,92.0,area_code_408,no,yes,28.0,151.1,90.0,25.69,194.8,79.0,16.56,239.2,114,10.76,10.0,3.0,2.7,1.0,no
2631,NV,,area_code_510,no,no,0.0,182.1,89.0,30.96,211.5,104.0,17.98,207.4,124,9.33,6.8,1.0,1.84,1.0,no
2632,AL,106.0,area_code_415,no,no,0.0,1976.8,110.0,36.19,1119.0,69.0,15.9,128.1,71,5.76,6.3,3.0,1.7,3.0,no
2633,OK,176.0,area_code_408,no,no,0.0,47.4,125.0,8.06,167.8,90.0,14.26,163.1,107,7.34,10.5,,2.84,2.0,no
2634,VT,63.0,area_code_415,no,no,0.0,278.0,102.0,47.26,266.4,114.0,22.64,224.1,118,10.08,13.1,4.0,3.54,4.0,yes
2635,ND,153.0,area_code_415,no,yes,31.0,2018.6,130.0,37.15,1066.2,103.0,11.41,118.9,105,5.35,9.4,6.0,2.54,0.0,no
2636,WV,120.0,area_code_510,no,no,0.0,192.6,123.0,32.74,206.4,105.0,17.54,283.2,93,12.74,10.8,3.0,2.92,1.0,no
2637,MD,-130.0,area_code_415,no,yes,45.0,174.5,120.0,29.67,217.5,95.0,18.49,220.3,67,9.91,12.2,2.0,3.29,1.0,no
2638,VA,102.0,area_code_510,no,no,0.0,174.5,79.0,29.67,,136.0,20.13,270.4,110,12.17,8.5,5.0,2.3,0.0,no
2639,NE,67.0,area_code_510,no,yes,31.0,2135.5,68.0,29.78,1131.2,73.0,16.93,219.8,99,9.89,13.2,6.0,3.56,1.0,no
2640,DC,136.0,area_code_510,no,no,0.0,204.5,63.0,34.77,208.8,95.0,17.75,224.0,119,10.08,9.8,2.0,2.65,0.0,no
2641,AK,136.0,area_code_415,yes,yes,-7.0,203.9,106.0,34.66,187.6,99.0,15.95,101.7,107,4.58,10.5,6.0,2.84,3.0,no
2642,AZ,72.0,area_code_510,no,no,0.0,2017.9,88.0,46.31,1039.9,125.0,9.17,185.5,81,8.35,12.7,2.0,3.43,0.0,no
2643,OK,123.0,area_code_415,no,yes,27.0,198.7,127.0,33.78,249.0,105.0,21.17,173.2,124,7.79,12.5,5.0,3.38,1.0,no
2644,TN,,area_code_415,no,no,0.0,272.5,119.0,46.33,226.1,94.0,19.22,159.1,94,7.16,16.4,5.0,4.43,3.0,yes
2645,UT,157.0,area_code_408,no,no,0.0,229.8,90.0,39.07,147.9,121.0,12.57,241.4,108,10.86,9.6,7.0,2.59,3.0,no
2646,VA,146.0,area_code_415,no,no,0.0,205.4,101.0,34.92,134.9,77.0,11.47,310.5,83,13.97,10.3,2.0,2.78,3.0,no
2647,WA,89.0,area_code_510,no,no,0.0,137.9,96.0,23.44,192.6,63.0,16.37,255.7,125,11.51,11.0,5.0,2.97,1.0,no
2648,AL,146.0,area_code_415,no,yes,32.0,154.0,80.0,26.18,185.5,91.0,15.77,148.2,107,6.67,8.2,4.0,2.21,3.0,no
2649,NE,149.0,area_code_415,no,no,0.0,156.0,56.0,26.52,,116.0,4.76,163.3,104,7.35,8.9,8.0,2.4,0.0,no
2650,KY,-80.0,area_code_408,no,no,0.0,209.9,74.0,35.68,195.1,77.0,16.58,208.2,119,9.37,8.8,4.0,2.38,2.0,no
2651,GA,75.0,area_code_415,no,no,0.0,117.3,114.0,19.94,201.1,61.0,17.09,107.9,82,4.86,12.2,3.0,3.29,1.0,no
2652,WV,70.0,area_code_510,no,yes,30.0,143.4,72.0,24.38,170.0,92.0,14.45,127.9,68,5.76,9.4,4.0,2.54,3.0,no
2653,ME,105.0,area_code_510,no,no,0.0,1988.3,113.0,36.04,1158.6,128.0,19.26,193.6,114,8.71,8.9,7.0,2.4,3.0,no
2654,VA,,area_code_510,no,no,0.0,169.8,123.0,28.87,183.1,94.0,15.56,395.0,72,17.77,12.7,7.0,3.43,2.0,no
2655,AR,95.0,area_code_415,no,no,0.0,69.4,79.0,11.8,190.8,109.0,16.22,219.9,102,9.9,8.9,5.0,2.4,0.0,no
2656,WI,62.0,area_code_415,no,no,0.0,281.0,66.0,47.77,160.6,108.0,13.65,77.9,74,3.51,0.0,0.0,0.0,1.0,no
2657,NH,50.0,area_code_408,no,no,0.0,2096.8,102.0,26.3,1230.0,108.0,25.33,210.2,95,9.46,11.1,3.0,3.0,0.0,no
2658,UT,105.0,area_code_415,no,yes,40.0,236.5,111.0,40.21,117.0,110.0,9.95,221.1,115,9.95,8.1,3.0,2.19,2.0,no
2659,DE,79.0,area_code_415,no,yes,34.0,103.7,100.0,17.63,236.3,78.0,20.09,256.6,102,11.55,14.8,4.0,4.0,2.0,no
